district,category,number,name,address,very_good,good,normal,weak,very_weak,accessible,parent-child,kind_point,lng,lat
士林區,學校,24,臺北市立啟智學校,臺北市士林區忠誠路二段207巷3號,24,0,0,0,0,v,,,121.536225,25.116617
士林區,學校,87,臺北市立大學天母校區,臺北市士林區忠誠路二段207巷6號,55,32,0,0,0,v,,,121.536395,25.1161
士林區,遊憩,22,士林天母棒球場,臺北市士林區忠誠路二段77號,15,7,0,0,0,v,v,,121.534287,25.114385
士林區,遊憩,6,天母運動場,臺北市士林區忠誠路與士東路天母棒球場旁,0,6,0,0,0,v,,v,121.534287,25.114385
士林區,超商,1,統一超商臺北市天美店,臺北市士林區天母東路8巷98號,0,1,0,0,0,,,,121.530156,25.114305
士林區,餐廳,1,SUBWAY美國學校門市,臺北市士林區中山北路六段442號,0,1,0,0,0,,,,121.5274,25.1141
士林區,機關,26,臺北市職能發展學院,臺北市士林區士東路301號,25,1,0,0,0,v,,v,121.537773,25.11374
士林區,餐廳,1,摩斯漢堡士東店,臺北市士林區中山北路六段730號,1,0,0,0,0,,,v,121.530461,25.11325
士林區,餐廳,1,統一星巴克忠誠門市,臺北市士林區士東路123號,0,1,0,0,0,,,,121.530848,25.11292
士林區,餐廳,1,丹堤咖啡士東店,臺北市士林區士東路130號,0,1,0,0,0,,,,121.530418,25.112686
士林區,機關,5,臺灣士林地方法院檢察署,臺北市士林區士東路190號,4,1,0,0,0,v,,v,121.53308,25.112514
士林區,市場,6,公有士東市場,臺北市士林區士東路一段100號,6,0,0,0,0,v,,v,121.529163,25.111997
士林區,百貨,23,大葉高島屋百貨,臺北市士林區忠誠路二段55號,23,0,0,0,0,v,v,v,121.531342,25.111735
士林區,機關,4,社會局台北婦女中心,臺北市士林區忠誠路二段53巷7號7-8樓,0,4,0,0,0,v,v,,121.532417,25.111295
士林區,機關,2,士林社福中心,臺北市士林區忠誠路二段53巷7號9樓,0,2,0,0,0,,,v,121.532417,25.111295
士林區,機關,6,陽明教養院永福院區,臺北市士林區莊頂路2號,6,0,0,0,0,v,,v,121.549143,25.110491
士林區,交通,3,蘭雅公園地下停車場,臺北市士林區德行東路129巷31號地下,0,3,0,0,0,v,,,121.529402,25.109725
士林區,遊憩,1,林語堂故居,臺北市士林區仰德大道二段141號,0,1,0,0,0,v,,,121.546978,25.109577
士林區,餐廳,1,麥當勞台北德行分公司,臺北市士林區德行東路227號,0,1,0,0,0,,,,121.533094,25.109493
士林區,超商,1,統一超商臺北市德行店,臺北市士林區忠誠路二段7號1樓,1,0,0,0,0,,,v,121.530636,25.108993
士林區,超商,1,統一超商臺北市新天強門市,臺北市士林區克強路11及11-1號1樓,0,1,0,0,0,,,,121.524425,25.108746
士林區,學校,20,台北海洋技術學院,臺北市士林區延平北路九段212號,0,20,0,0,0,v,,,121.471155,25.108355
士林區,餐廳,1,摩斯漢堡忠誠店,臺北市士林區忠誠路一段188號1樓,1,0,0,0,0,,,v,121.530115,25.108188
士林區,機關,1,翠山派出所,臺北市士林區中社路一段56號,0,1,0,0,0,v,,,121.560269,25.108065
士林區,遊憩,1,克強游泳池,臺北市士林區磺溪街55巷2號,0,1,0,0,0,,,,121.522836,25.107477
士林區,機關,1,蘭雅派出所,臺北市士林區中山北路六段153號1樓,0,1,0,0,0,,,,121.524711,25.106504
士林區,餐廳,1,丹堤咖啡中山德行店,臺北市士林區中山北路六段134號136號1樓,0,1,0,0,0,,,,121.525154,25.105974
士林區,超商,1,統一超商臺北市誠義店,臺北市士林區忠誠路一段126號,1,0,0,0,0,,,v,121.528778,25.105707
士林區,百貨,7,家樂福天母店,臺北市士林區德行西路47號,1,6,0,0,0,v,v,,121.522509,25.105293
士林區,醫院,11,聯合醫院陽明院區,臺北市士林區雨聲街105號,7,4,0,0,0,,v,,121.53175,25.105287
士林區,學校,8,臺北市私立華興高級中學,臺北市士林區仰德大道一段101號,3,5,0,0,0,v,,,121.538354,25.10478
士林區,學校,28,臺北市私立衛理女子高級中學,臺北市士林區至善路二段321號,28,0,0,0,0,v,,,121.556968,25.10472
士林區,百貨,19,太平洋崇光百貨SOGO天母店,臺北市士林區中山北路六段77號,19,0,0,0,0,v,,v,121.524523,25.104687
士林區,遊憩,8,芝山文化生態綠園,臺北市士林區雨聲街120號,7,1,0,0,0,v,,,121.532685,25.104036
士林區,超商,1,統一超商臺北市新忠誠店,臺北市士林區中山北路六段18號20號1樓,0,1,0,0,0,,,v,121.526761,25.103947
士林區,公園,1,忠誠公園,臺北市士林區中山北路六段與忠誠路會口公園水池後方,0,1,0,0,0,v,,,121.525878,25.103148
士林區,交通,5,捷運芝山站,臺北市士林區福國路70號,5,0,0,0,0,v,v,,121.522514,25.10306
士林區,加油站,1,芝山加油站,臺北市士林區至誠路二段40號1樓,0,1,0,0,0,v,,v,121.528939,25.101948
士林區,環保局,1,士林7號,臺北市士林區延平北路七段218巷15號邊,0,1,0,0,0,,,,121.490175,25.101869
士林區,公園,1,芝山公園2號,臺北市士林區士林至誠路一段182號與雨農路交叉口,0,1,0,0,0,v,v,,121.532837,25.101671
士林區,學校,4,臺灣神學院,臺北市士林區仰德大道二段2巷20號,4,0,0,0,0,,,,121.541124,25.101285
士林區,公園,2,芝山公園1號,臺北市士林區雨農路、至誠路一段交叉口處閱覽室旁,0,2,0,0,0,v,v,,121.532836,25.101148
士林區,機關,1,芝山岩派出所,臺北市士林區仰德大道一段16號,0,1,0,0,0,v,,,121.537886,25.101122
士林區,遊憩,2,順益臺灣原住民博物館,臺北市士林區至善路二段282號,2,0,0,0,0,,,,121.552025,25.100981
士林區,超商,1,統一超商臺北市至善天下門市,臺北市士林區至善路2段264號1樓,0,1,0,0,0,,,,121.550917,25.100386
士林區,遊憩,13,國立故宮博物院,臺北市士林區至善路二段221號,10,3,0,0,0,v,,v,121.54936,25.099688
士林區,交通,2,文昌國小地下停車場,臺北市士林區文林路615巷20號,1,1,0,0,0,v,,,121.521336,25.099402
士林區,交通,2,嘟嘟房停車場(故宮站),臺北市士林區至善路二段150號,0,2,0,0,0,v,,,121.549242,25.099239
士林區,公園,1,至善公園,臺北市士林區至善路與福林路會口處公園廣場東北側,0,1,0,0,0,v,,,121.538224,25.098326
士林區,公園,3,雙溪公園,臺北市士林區福林路、至善路口東南側,3,0,0,0,0,v,,,121.53547,25.098298
士林區,宗教寺廟,2,神農宮,臺北市士林區前街74號,0,2,0,0,0,,,,121.526158,25.097958
士林區,學校,34,臺北市私立泰北高級中學,臺北市士林區福林路240號,34,0,0,0,0,,,,121.534168,25.097424
士林區,機關,2,財政部臺北國稅局士林稽徵所,臺北市士林區美崙街43號,2,0,0,0,0,,,v,121.522926,25.097099
士林區,機關,3,臺北市稅捐稽徵處士林分處,臺北市士林區美崙街41號,3,0,0,0,0,v,,v,121.522901,25.097098
士林區,公園,0,美崙公園,臺北市士林區美崙街152巷,0,0,0,0,0,v,,,121.519656,25.096979
士林區,餐廳,1,摩斯漢堡福林店,臺北市士林區福林路189號1樓,0,1,0,0,0,,,,121.53252,25.096938
士林區,醫院,37,新光醫院,臺北市士林區文昌路95號,33,4,0,0,0,v,v,v,121.520908,25.096428
士林區,遊憩,46,臺北市立兒童新樂園,臺北市士林區承德路5段55號,46,0,0,0,0,v,,,121.516098,25.096297
士林區,機關,2,臺北市立圖書館士林分館,臺北市士林區華聲街17號3樓,2,0,0,0,0,v,,,121.522253,25.096278
士林區,市場,1,華榮超級市場,臺北市士林區華聲街17號,0,1,0,0,0,v,,v,121.5222,25.0962
士林區,遊憩,34,臺北市立天文科學教育館,臺北市士林區基河路363號,34,0,0,0,0,v,v,v,121.518965,25.096063
士林區,遊憩,46,國立臺灣科學教育館,臺北市士林區士商路189號,46,0,0,0,0,v,v,,121.51601,25.095988
士林區,餐廳,2,麥當勞士林分公司,臺北市士林區中山北路五段602號,0,2,0,0,0,,,,121.528052,25.095924
士林區,餐廳,1,爭鮮士林門市,臺北市士林區中正路230號,0,1,0,0,0,,,,121.525826,25.095859
士林區,交通,2,福林公園地下停車場,臺北市士林區中正路17號地下,2,0,0,0,0,v,,,121.53,25.0958
士林區,加油站,2,西歐加油站士林站,臺北市士林區中山北路五段570號,0,2,0,0,0,v,,,121.528164,25.095663
士林區,餐廳,1,統一星巴克士捷門市,臺北市士林區中正路239號1樓,0,1,0,0,0,,,,121.525784,25.095607
士林區,超商,1,統一超商臺北市福榮店,臺北市士林區中正路220號222號,0,1,0,0,0,,,,121.526092,25.095529
士林區,餐廳,1,拿坡里士林店,臺北市士林區文林路430號1樓,1,0,0,0,0,,,v,121.524861,25.095043
士林區,公園,8,士林官邸,臺北市士林區福林路60號,2,6,0,0,0,v,v,,121.530152,25.094898
士林區,餐廳,2,丹堤咖啡士林店,臺北市士林區中正路296號,0,2,0,0,0,,,,121.523319,25.094894
士林區,餐廳,1,三商巧福士林店,臺北市士林區中正路331號1樓,0,1,0,0,0,,,,121.523123,25.09483
士林區,學校,37,臺北市立士林高級商業職業學校,臺北市士林區士商路150號,14,23,0,0,0,v,,,121.516526,25.094766
士林區,超商,1,統一超商臺北市士正店,臺北市士林區中正路301號1樓,0,1,0,0,0,,,,121.523789,25.094705
士林區,學校,38,東吳大學,臺北市士林區臨溪路70號,25,13,0,0,0,v,,,121.546597,25.094305
士林區,機關,10,交通部公路總局臺北市區監理所士林監理站,臺北市士林區承德路五段80號,4,6,0,0,0,v,,v,121.51433,25.094158
士林區,交通,5,捷運士林站,臺北市士林區福德路1號,5,0,0,0,0,,v,,121.52623,25.093535
士林區,環保局,1,士林1號,臺北市士林區大東路165號士林國小對面,0,1,0,0,0,,,,121.525154,25.093267
士林區,超商,1,統一超商臺北市洲美店,臺北市士林區延平北路六段505號,0,1,0,0,0,,,v,121.498064,25.09325
士林區,機關,17,臺北市士林區公所,臺北市士林區中正路439號,16,1,0,0,0,v,,v,121.51967,25.092808
士林區,醫院,2,聯合醫院士林門診部,臺北市士林區中正路439號,0,2,0,0,0,,,,121.51967,25.092808
士林區,機關,4,臺北市士林區健康服務中心,臺北市士林區中正路439號2樓,2,2,0,0,0,v,v,,121.51967,25.092808
士林區,機關,9,臺北市士林區戶政事務所,臺北市士林區中正路439號3樓,9,0,0,0,0,v,v,v,121.51967,25.092808
士林區,機關,11,臺北市士林地政事務所,臺北市士林區中正路439號5樓,10,1,0,0,0,v,,v,121.51967,25.092808
士林區,機關,1,士林區清潔隊,臺北市士林區中正路439號7樓,0,1,0,0,0,,,,121.519572,25.092759
士林區,加油站,1,中油福林站,臺北市士林區中山北路五段465號,0,1,0,0,0,v,,v,121.52766,25.092397
士林區,學校,35,臺北市立陽明高級中學,臺北市士林區中正路510號,0,35,0,0,0,v,,,121.517963,25.092376
士林區,超商,1,統一超商臺北市社中店,臺北市士林區社中街320-322號,0,1,0,0,0,,,v,121.505185,25.092342
士林區,餐廳,1,ISSCOFFEE基河店,臺北市士林區基河路250號,0,1,0,0,0,,,,121.520977,25.092187
士林區,百貨,5,特力屋士林購物中心,臺北市士林區基河路258號,0,5,0,0,0,v,,,121.520569,25.092177
士林區,百貨,3,特力和樂,臺北市士林區基河路258號地下一樓,3,0,0,0,0,v,v,v,121.520569,25.092177
士林區,超商,1,統一超商臺北市新士林店,臺北市士林區大東路123號125號1樓,0,1,0,0,0,,,,121.525449,25.091595
士林區,機關,9,李科永紀念圖書館,臺北市士林區中正路15號,9,0,0,0,0,v,,,121.517365,25.091507
士林區,醫院,18,新光醫院聖賢樓,臺北市士林區士商路51號,18,0,0,0,0,v,,v,121.519711,25.091196
士林區,超商,1,統一超商臺北市友成店,臺北市士林區社中街211號1樓,0,1,0,0,0,,,,121.508421,25.091018
士林區,機關,3,士林分局,臺北市士林區文林路235號,3,0,0,0,0,v,,v,121.525818,25.090867
士林區,機關,5,臺北市士林區公民會館,臺北市士林區士林區大東路75號,5,0,0,0,0,v,,,121.52559,25.090846
士林區,超商,1,統一超商臺北市聚鑫店,臺北市士林區延平北路六段350號,0,1,0,0,0,,,v,121.501219,25.090706
士林區,公園,0,社子公園,臺北市士林區永平街20巷11弄3號對面,0,0,0,0,0,v,,,121.506159,25.090457
士林區,交通,2,社子國小地下停車場,臺北市士林區延平北路六段308號B1,1,1,0,0,0,v,,,121.502685,25.09
士林區,交通,2,承德公園地下停車場,臺北市士林區基河路150號,2,0,0,0,0,v,,,121.522448,25.089893
士林區,超商,1,統一超商臺北市文林店,臺北市士林區大北路14號16號1樓,0,1,0,0,0,,,,121.52659,25.089791
士林區,交通,1,社園立體停車場,臺北市士林區延平北路六段180號,0,1,0,0,0,v,,,121.505951,25.089582
士林區,超商,1,統一超商臺北市福通店,臺北市士林區大南路400號402號1樓,0,1,0,0,0,,,v,121.51586,25.089542
士林區,遊憩,17,臺北市士林運動中心,臺北市士林區士商路1號,17,0,0,0,0,v,v,,121.52141,25.089491
士林區,超商,1,統一超商臺北市福氣店,臺北市士林區延平北路六段122號124號1樓,0,1,0,0,0,,,,121.507803,25.089215
士林區,百貨,2,士林區摩曼頓旗艦店,臺北市士林區基河路130號2F,0,2,0,0,0,,,,121.523133,25.089184
士林區,超商,1,統一超商臺北市承河店,臺北市士林區基河路132號1樓,1,0,0,0,0,,,v,121.522847,25.089097
士林區,餐廳,2,統一星巴克士林門市,臺北市士林區文林路122號1樓,0,2,0,0,0,,,v,121.526477,25.088352
士林區,戲院,3,陽明戲院,臺北市士林區文林路113號,0,3,0,0,0,v,,v,121.526124,25.088208
士林區,遊憩,2,臺灣多幣妥斯勒有限公司,臺北市士林區安平街5巷2號,2,0,0,0,0,v,,,121.525786,25.087955
士林區,加油站,2,西歐加油站基河站,臺北市士林區承德路四段200號,0,2,0,0,0,,,,121.52201,25.087651
士林區,加油站,1,中油文林路站,臺北市士林區文林路100號,0,1,0,0,0,v,,v,121.526258,25.087477
士林區,機關,1,後港派出所,臺北市士林區福港街151號,0,1,0,0,0,v,,,121.517986,25.087458
士林區,市場,12,公有士林市場,臺北市士林區基河路101號,0,12,0,0,0,v,,,121.524366,25.087416
士林區,學校,39,銘傳大學,臺北市士林區中山北路五段250號,39,0,0,0,0,v,,,121.527633,25.087388
士林區,餐廳,1,肯德基士林分公司,臺北市士林區文林路88號,0,1,0,0,0,,,,121.52597,25.087298
士林區,環保局,1,士林11號,臺北市士林區中山北路五段280巷14弄5號邊,0,1,0,0,0,,,,121.528224,25.08707
士林區,市場,1,頂好超級市場後港分公司,臺北市士林區華齡街175號?,0,1,0,0,0,,,v,121.5194,25.087
士林區,學校,33,臺北市立百齡高級中學,臺北市士林區承德路四段177號,1,32,0,0,0,v,,,121.522971,25.086993
士林區,交通,2,百齡高中地下停車場,臺北市士林區承德路四段175號地下一、二樓,0,2,0,0,0,v,,,121.523996,25.086151
士林區,超商,1,統一超商臺北市社鑽店,臺北市士林區中正路639號1樓,0,1,0,0,0,,,,121.508208,25.086119
士林區,加油站,2,全國台北交流道站,臺北市士林區重慶北路四段141號,0,2,0,0,0,v,,,121.511879,25.086065
士林區,超商,1,統一超商士林前港門市,臺北市士林區後港街98之1號2號1樓,1,0,0,0,0,,,,121.521524,25.085661
士林區,遊憩,1,前港公園游泳池,臺北市士林區士林後港街66號,0,1,0,0,0,v,,,121.522222,25.085479
士林區,加油站,2,全國洲美加油站,臺北市士林區延平北路六段505號,0,2,0,0,0,,,v,121.509647,25.085181
士林區,交通,2,前港公園地下停車場,臺北市士林區前港街45號地下,1,1,0,0,0,,,,121.520326,25.084906
士林區,加油站,1,中油社子站,臺北市士林區重慶北路四段198號,0,1,0,0,0,v,,v,121.51182,25.084886
士林區,交通,5,捷運劍潭站,臺北市士林區中山北路五段65號,5,0,0,0,0,,v,,121.525078,25.084873
士林區,超商,1,全家臺北市福港店,臺北市士林區前港街126號,0,1,0,0,0,,,,121.517901,25.084363
士林區,超商,1,統一超商臺北市新劍潭店,臺北市士林區福港街246號,0,1,0,0,0,,,,121.517487,25.084339
士林區,超商,1,統一超商臺北市三樂店,臺北市士林區劍潭路21號1樓,1,0,0,0,0,,,,121.522695,25.084136
士林區,機關,4,臺北自來水事業處陽明營業處,臺北市士林區中山北路五段82號之1,4,0,0,0,0,v,,v,121.526036,25.08395
士林區,餐廳,1,麥當勞臺北承德三門市,臺北市士林區承德路四段128號,0,1,0,0,0,,,,121.5233,25.0837
士林區,超商,1,統一超商臺北市福順店,臺北市士林區重慶北路四段149號151號1樓,0,1,0,0,0,,,,121.51185,25.083225
士林區,餐廳,1,麥當勞重慶分公司,臺北市士林區重慶北路四段123號,0,1,0,0,0,v,,,121.512179,25.082593
士林區,市場,2,福華市場,臺北市士林區通河街323之1號,0,2,0,0,0,v,,,121.516477,25.082523
士林區,遊憩,4,圓山保齡球館,臺北市士林區中山北路五段6號,0,4,0,0,0,,,,121.525626,25.082348
士林區,公園,1,海光公園,臺北市士林區葫蘆街83號,0,1,0,0,0,v,,,121.508381,25.082198
士林區,超商,0,統一超商臺北市葫蘆店,臺北市士林區延平北路五段134號134-2號1樓,0,0,0,0,0,,,,121.510544,25.082015
士林區,餐廳,1,丹堤咖啡士林劍潭門市,臺北市士林區承德路四段50號,1,0,0,0,0,,,,121.522543,25.081926
士林區,交通,2,海光公園地下停車場,臺北市士林區葫蘆街83號,2,0,0,0,0,v,,,121.508328,25.081436
士林區,機關,14,臺北市立圖書館葫蘆堵分館,臺北市士林區延平北路五段136巷1號5樓,9,5,0,0,0,v,,,121.511024,25.07924
士林區,機關,23,救國團劍潭海外青年活動中心,臺北市士林區中山北路四段16號,18,5,0,0,0,v,v,,121.523964,25.078049
大同區,餐廳,1,肯德基承德分公司,臺北市大同區承德路一段38號1樓，臺北市大同區長安西路142號、144號1樓,0,1,0,0,0,,,,121.516702,25.050888
大同區,宗教寺廟,3,財團法人臺北市覺修宮,臺北市大同區重慶北路三段340號,0,3,0,0,0,,,,121.513543,25.076291
大同區,學校,15,臺北市立明倫高級中學,臺北市大同區承德路三段336號,0,15,0,0,0,v,,,121.519401,25.075563
大同區,學校,26,臺北市立啟聰學校,臺北市大同區重慶北路三段320號,0,26,0,0,0,v,,,121.513615,25.075512
大同區,機關,1,重慶北路派出所,臺北市大同區重慶北路三段320之2號,0,1,0,0,0,,,,121.513685,25.075478
大同區,機關,2,承德就業服務站,臺北市大同區承德路三段287-1號,0,2,0,0,0,,,v,121.51999,25.074871
大同區,環保局,1,大同5號,臺北市大同區哈密街59巷18弄22號旁,0,1,0,0,0,,,,121.515204,25.074384
大同區,機關,4,臺北市立圖書館大同分館,臺北市大同區重慶北路三段318號,0,4,0,0,0,v,v,,121.513555,25.074304
大同區,機關,3,勞動檢查處,臺北市大同區承德路三段287-2號,0,3,0,0,0,v,,,121.520209,25.074204
大同區,機關,4,勞工教育館,臺北市大同區承德路三段287號,0,4,0,0,0,v,,,121.520209,25.074204
大同區,交通,2,大龍國小地下停車場,臺北市大同區哈密街47號地下,0,2,0,0,0,v,,,121.516707,25.073472
大同區,宗教寺廟,4,保安宮,臺北市大同區哈密街61號,0,4,0,0,0,v,,,121.51542,25.073159
大同區,宗教寺廟,2,孔廟,臺北市大同區大龍街275號,2,0,0,0,0,v,v,,121.516179,25.072762
大同區,餐廳,1,摩斯漢堡重慶店,臺北市大同區重慶北路三段271號,0,1,0,0,0,,,,121.514089,25.072597
大同區,超商,1,統一超商臺北市德倫店,臺北市大同區承德路三段240號242號1樓,0,1,0,0,0,,,,121.518552,25.072542
大同區,遊憩,3,臺北迪化污水處理廠附設休閒運動公園,臺北市大同區酒泉街235號,0,3,0,0,0,v,,v,121.51061,25.072468
大同區,超商,1,統一超商臺北市保聖門市,臺北市大同區酒泉街58-60號,0,1,0,0,0,,,v,121.515755,25.071991
大同區,餐廳,1,吉野家重北店,臺北市大同區重慶北路三段259號,0,1,0,0,0,,,v,121.514016,25.071722
大同區,餐廳,1,麥當勞重慶北路2分公司,臺北市大同區重慶北路三段255號,0,1,0,0,0,,,,121.514025,25.071564
大同區,交通,3,捷運圓山站,臺北市大同區酒泉街9之1號,3,0,0,0,0,v,v,,121.520118,25.071353
大同區,環保局,1,大同9號,臺北市大同區重慶北路三段236巷20-1號旁,0,1,0,0,0,,,,121.512788,25.070473
大同區,環保局,1,大同8號,臺北市大同區大龍街240號之10旁,0,1,0,0,0,,,,121.515838,25.069915
大同區,超商,1,統一超商臺北市延龍門市,臺北市大同區延平北路四段16號,0,1,0,0,0,,,,121.510805,25.069151
大同區,機關,1,民族路派出所,臺北市大同區重慶北路三段168號,0,1,0,0,0,,,,121.513505,25.068835
大同區,交通,1,揚雅立體停車場,臺北市大同區大龍街136號,0,1,0,0,0,v,,,121.515846,25.067427
大同區,公園,2,樹德公園,臺北市大同區大龍街90之10號前,2,0,0,0,0,v,,,121.516499,25.067032
大同區,機關,2,財政部臺北國稅局大同稽徵所,臺北市大同區昌吉街57號3樓,2,0,0,0,0,v,,,121.515458,25.066028
大同區,機關,2,臺北市大同區戶政事務所,臺北市大同區昌吉街57號3樓,0,2,0,0,0,v,,v,121.515458,25.066028
大同區,機關,2,臺北市稅捐稽徵處大同分處,臺北市大同區昌吉街57號3樓,0,2,0,0,0,,,v,121.515458,25.066028
大同區,機關,4,臺北市大同區公所,臺北市大同區昌吉街57號4樓,0,4,0,0,0,v,v,v,121.515458,25.066028
大同區,機關,2,臺北市立圖書館蘭州閱覽室,臺北市大同區昌吉街57號4樓,0,2,0,0,0,v,,,121.515458,25.066028
大同區,市場,1,公有蘭州市場,臺北市大同區昌吉街55號,0,1,0,0,0,,,v,121.515667,25.06601
大同區,機關,2,大同社福中心,臺北市大同區昌吉街57號6樓之1,0,2,0,0,0,v,,v,121.515173,25.065923
大同區,醫院,4,聯合醫院大同門診部,臺北市大同區昌吉街52號,4,0,0,0,0,,,,121.516493,25.065761
大同區,超商,1,統一超商臺北市昌吉店,臺北市大同區承德路三段60號60-1號,0,1,0,0,0,,,v,121.518105,25.0653
大同區,超商,1,統一超商臺北市三德店,臺北市大同區承德路三段55號57號1樓,0,1,0,0,0,,,,121.518588,25.065245
大同區,餐廳,4,三德觀光大飯店,臺北市大同區承德路三段49號,4,0,0,0,0,,,v,121.518578,25.064865
大同區,遊憩,11,臺北市大同運動中心,臺北市大同區大龍街51號,0,11,0,0,0,v,,,121.516314,25.064665
大同區,公園,1,蘭州公園,臺北市大同區蘭州街89巷前,0,1,0,0,0,v,,,121.515572,25.064239
大同區,學校,14,臺北市私立稻江高級商業職業學校,臺北市大同區民權西路225巷24號,7,7,0,0,0,v,,,121.511988,25.064165
大同區,交通,5,捷運大橋頭站(新蘆線),臺北市大同區民權西路223號,5,0,0,0,0,v,v,,121.513043,25.063171
大同區,交通,5,捷運民權西路站(新蘆線),臺北市大同區民權西路72號1F,5,0,0,0,0,v,v,,121.519346,25.062879
大同區,加油站,1,中油民權西路站,臺北市大同區民權西路194號,0,1,0,0,0,v,,v,121.514394,25.062837
大同區,戲院,2,朝代大戲院(Ａ、Ｂ廳),臺北市大同區民權西路136號4樓,0,2,0,0,0,v,,,121.516486,25.06273
大同區,交通,3,捷運民權西路站,臺北市大同區民權西路72號,3,0,0,0,0,v,v,,121.519531,25.062724
